,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
42,"[-3.40408571e-22 -1.42741814e-22 -1.24760269e-22 ... -1.06664906e-22
 -1.09339153e-22 -6.70123335e-23]",148.0,136.0,1,0.426,0.661,810,6.957642050267254
43,"[-2.47949960e-22  1.15138381e-22 -1.12120862e-22 ...  1.63217276e-22
  9.79455903e-23 -8.28055486e-23]",41.0,24.0,2,0.509,0.23,810,1.6328264680984144
44,"[ 2.47411113e-23  9.11279815e-23 -1.16669663e-22 ... -1.75271190e-22
 -8.78915943e-23  4.73159650e-23]",123.0,75.612,0,0.42,0.605,810,4.834284783394374
45,"[ 3.87730424e-23  6.34557412e-24 -5.82330823e-23 ... -8.02814086e-23
  2.41113179e-22  1.08898932e-22]",63.0,40.0,0,0.369,0.204,810,2.1483118475464282
46,"[-2.80150924e-22  1.82966653e-22 -1.93405793e-22 ...  1.42178693e-22
 -2.57727063e-23  1.54290952e-22]",137.0,136.0,1,0.352,0.466,810,7.805081053457744
47,"[ 4.86977826e-23 -5.51231861e-23 -8.16549729e-23 ... -3.75345910e-23
 -3.22856165e-23  5.90988627e-23]",127.0,80.0,1,0.742,0.18,810,5.068529349341219
48,"[ 8.78355817e-23  1.12662431e-22  8.82237281e-23 ... -6.34348634e-23
 -6.90241910e-23 -9.09701567e-24]",75.0,52.0,1,0.171,0.647,810,3.085867034588964
49,"[-1.80187246e-22 -2.82718251e-23  2.48707570e-22 ... -1.91198369e-23
 -2.31608103e-22 -4.55935219e-23]",108.0,91.0,1,0.311,0.021,810,5.367171587210628
50,"[ 1.85280559e-23 -1.47375045e-22  8.67431906e-23 ...  1.59548248e-23
  1.32942302e-22 -5.43360229e-23]",139.0,114.0,0,0.32,0.565,810,5.331940674281848
51,"[-2.56027642e-22 -2.36660968e-23  7.82189410e-23 ... -5.80225069e-23
 -1.64095666e-22  4.60938554e-23]",102.0,92.0,1,0.669,0.288,810,4.833061378823543
52,"[-2.92734665e-23  2.80281761e-23 -2.20677334e-23 ... -1.58090790e-23
  1.44916206e-22 -1.97217152e-22]",100.0,30.0,1,0.125,0.503,810,2.3511694791446884
53,"[-2.84892010e-23  8.14243174e-23 -1.06902205e-22 ... -4.33395328e-24
 -3.76889627e-23  1.49691899e-22]",103.0,12.0,1,0.236,0.398,810,0.8732778012705043
54,"[ 6.93175278e-23 -1.85927678e-22 -1.54825063e-22 ...  1.37587654e-22
 -9.84990522e-23  2.58096713e-22]",106.0,64.0,2,0.722,0.648,810,4.22141512140451
55,"[-6.84373321e-23 -4.26956860e-23  3.58445054e-23 ... -7.28034697e-23
 -4.17953374e-23 -9.64167362e-23]",126.0,89.0,1,0.551,0.799,810,5.731132488104673
56,"[-2.98056276e-22 -5.51171623e-23  1.13199605e-22 ... -2.89024616e-22
 -1.48656128e-22 -3.48668150e-22]",91.0,64.0,1,0.481,0.035,810,4.116456772698724
57,"[-2.26553031e-23 -3.73074417e-23  1.51086265e-22 ... -6.87900254e-23
  5.69609249e-23 -1.27866672e-22]",150.0,55.0,1,0.151,0.351,810,4.0092013362678225
58,"[ 2.47615009e-22 -6.67172615e-23  4.54486534e-23 ... -2.49357320e-22
 -9.94852081e-24 -2.00750702e-22]",26.0,12.0,1,0.725,0.573,810,0.8980179562139252
59,"[1.01203191e-22 1.34151049e-22 1.46578803e-22 ... 1.80780666e-22
 1.26560966e-22 6.94994096e-25]",75.0,54.0,1,0.466,0.565,810,3.457492867510374
60,"[-2.55407942e-22 -1.14415603e-22  1.23663399e-22 ...  4.63098509e-23
 -2.06426899e-22  3.64424071e-22]",145.0,98.0,2,0.032,0.422,810,5.696856260379067
61,"[ 8.80534681e-23 -6.88439726e-23 -1.14369197e-23 ...  1.59272788e-22
  2.63857768e-22  2.73970446e-23]",149.0,25.0,0,0.611,0.061,810,2.2810737972334585
62,"[ 2.77907269e-22  7.15574158e-23 -4.29940483e-23 ...  1.79558597e-22
 -1.22396742e-22  1.25807161e-22]",61.0,24.0,0,0.6,0.26,810,1.8134555106920671
63,"[ 1.20609563e-22 -4.76668595e-23  2.35168372e-22 ... -1.27456884e-22
  2.05793931e-22  2.33694635e-23]",148.0,80.0,2,0.435,0.1,810,5.901243234417811
64,"[-3.35096266e-22  2.26903591e-22  1.51394289e-22 ... -2.33216974e-22
  2.24972941e-22 -1.21114396e-22]",150.0,87.0,1,0.372,0.683,810,6.00131344182716
65,"[ 8.44218844e-23  9.80246072e-23 -2.24893025e-22 ...  2.12467527e-22
 -1.65947826e-22  7.28932633e-23]",110.0,80.731,0,0.449,0.709,810,4.5536315242868906
66,"[-1.55747272e-22 -2.91965439e-22  2.72407512e-22 ...  2.01180804e-22
 -2.58865689e-22  3.38728687e-22]",70.0,38.0,1,0.255,0.761,810,2.3779843035182306
67,"[-2.37724177e-22  2.93352400e-22 -1.71979970e-22 ...  1.95818350e-23
  4.93301153e-23 -2.56237318e-23]",66.0,11.0,2,0.717,0.13,810,0.9545005130341927
68,"[ 1.39962023e-22  1.39239431e-22  1.62158411e-22 ...  1.75656371e-22
 -1.54505460e-22  6.68393251e-24]",73.0,44.0,1,0.694,0.004,810,2.5215556211168217
69,"[-4.41611203e-25  8.73948736e-23  3.24764153e-22 ...  2.28832603e-23
 -1.39217651e-22  4.98318729e-23]",142.0,70.0,0,0.463,0.462,810,5.32696946163962
70,"[-1.12103795e-22  1.68948625e-22 -2.45709376e-23 ... -1.10669528e-22
 -1.06062063e-22  6.04507177e-24]",121.0,44.0,0,0.261,0.522,810,3.0754538425961226
71,"[-1.95592741e-22 -7.57050622e-24 -1.59779349e-22 ... -2.60534350e-22
  3.41348561e-22 -1.62864702e-22]",83.0,3.0,1,0.209,0.584,810,0.28708731115749114
72,"[-6.30960666e-23 -2.74111397e-23  2.39779956e-23 ... -1.60609269e-24
 -8.06780096e-23  1.03002975e-22]",38.0,32.0,2,0.755,0.695,810,1.7112418199128505
73,"[ 4.35427289e-23  1.74761087e-22 -3.64921148e-23 ...  5.70919209e-23
 -2.48304479e-22  1.00627420e-22]",136.0,90.0,1,0.187,0.193,810,5.004627269143087
74,"[ 9.82124253e-23  1.77486829e-22  3.71959080e-22 ...  6.18614992e-23
 -9.00715446e-24  6.91170521e-23]",118.0,84.0,2,0.298,0.622,810,5.034212584304812
75,"[ 4.84140608e-23 -3.46612925e-25  2.24398816e-22 ...  2.41114244e-22
 -1.02172590e-22  1.32447299e-22]",64.0,11.0,2,0.133,0.705,810,0.9082807805791832
76,"[ 1.26552231e-22 -7.85883534e-23  1.10161829e-22 ...  2.91275355e-22
  1.76775351e-23 -3.38186093e-23]",17.0,16.0,2,0.555,0.372,810,0.7444695869496956
77,"[ 7.22332833e-23  1.28339755e-22  4.90496595e-23 ... -2.21175088e-23
  1.83452312e-23  6.29852581e-23]",128.0,63.0,0,0.299,0.011,810,4.319644466631587
78,"[-1.57082713e-22 -2.97939998e-22  1.01310388e-22 ... -2.25014150e-22
  3.78440509e-23 -2.25008071e-22]",71.0,56.0,2,0.337,0.082,810,3.0685213261806665
79,"[-1.75848235e-22  2.52323075e-22  5.94808248e-23 ... -9.99935566e-23
  3.37232468e-23 -9.22827467e-23]",106.0,32.0,1,0.373,0.154,810,2.528188672006916
80,"[ 1.12341188e-22 -1.29862729e-22  2.10812336e-22 ... -1.90645243e-22
  1.53728292e-22  1.43810977e-22]",120.0,3.0,0,0.48,0.483,810,0.24562449581338028
81,"[-8.76301644e-23 -7.93770373e-23 -3.60414184e-23 ... -6.42405304e-23
  5.60410295e-24  3.06266302e-22]",64.0,62.0,1,0.531,0.062,810,3.3015849928525456
82,"[ 3.07888077e-23 -4.18458852e-23  2.54232559e-23 ...  3.10098328e-22
  7.18098755e-23 -5.21482653e-24]",117.0,77.0,0,0.376,0.002,810,5.4376332035707415
83,"[ 1.60064774e-22 -4.42964326e-23 -4.69194876e-23 ...  4.02416420e-23
 -1.54333941e-22  1.05512814e-22]",117.0,30.0,2,0.079,0.231,810,2.2707257437010564
84,"[ 1.39335633e-22 -4.51212031e-23  1.08412132e-22 ... -2.66839597e-22
 -5.44858953e-23  1.86962000e-22]",57.0,6.0,1,0.114,0.108,810,0.4487990073103235
85,"[ 1.47929305e-23 -4.81143673e-23 -3.47098225e-24 ...  2.62729562e-23
  4.03141370e-23  6.67342053e-23]",142.0,57.0,2,0.275,0.113,810,4.477575599138481
86,"[-8.18289115e-23 -1.66182664e-22  6.80574346e-23 ... -3.16058107e-23
  1.56408339e-22  2.12159018e-22]",142.0,44.0,2,0.387,0.304,810,3.5852691745703464
87,"[ 4.07410192e-23  1.66461050e-22 -3.17366251e-22 ...  4.42240514e-23
  1.18121978e-22 -8.51695248e-23]",136.0,131.0,1,0.573,0.225,810,7.810559513583456
88,"[-2.80025716e-23 -9.94418280e-23  5.42494895e-23 ...  6.48388940e-23
  2.78715992e-23 -1.53792492e-25]",82.0,17.0,1,0.581,0.421,810,1.4191655057288757
89,"[-1.59564504e-22 -6.84027880e-23  1.24733661e-22 ... -8.16539886e-24
 -1.11988477e-22 -4.40206548e-22]",137.0,60.0,1,0.11,0.071,810,4.570175437053451
90,"[-5.02396674e-23  5.80275024e-23 -1.87545090e-22 ...  9.03104683e-23
  9.14572873e-24 -1.15384897e-22]",119.0,29.0,2,0.133,0.269,810,2.443602956577163
91,"[ 1.09843776e-23  2.43008838e-23 -1.42891279e-22 ... -1.80592753e-22
  1.45203981e-22 -4.12480446e-23]",124.0,99.0,0,0.289,0.503,810,6.259176758917526
92,"[ 1.94832709e-22 -4.48261318e-23  6.02453726e-23 ... -4.69060381e-23
 -2.31777727e-22 -1.00454372e-22]",65.0,55.0,0,0.597,0.054,810,3.1223214128750065
93,"[ 1.22780247e-23 -2.66902900e-22  1.28789641e-22 ... -4.91707561e-23
  6.66065453e-23 -2.14933157e-23]",80.0,45.0,1,0.444,0.139,810,2.7982297776359086
94,"[ 1.77794865e-22  5.87495097e-23  3.86834274e-24 ... -1.21404418e-23
  9.31866875e-23  1.43662124e-22]",106.0,38.0,0,0.748,0.545,810,2.8317823262940394
95,"[-1.75013377e-22 -8.34702661e-23  1.95654170e-22 ...  5.80240201e-23
  4.30408331e-23  1.59808164e-22]",79.0,17.208,1,0.273,0.2,810,1.5547764553667403
96,"[ 3.79004458e-24  2.66190136e-22 -5.70058823e-23 ...  4.35731692e-23
  6.09618692e-23 -8.35357142e-23]",133.0,65.0,0,0.28,0.68,810,3.9740613770515547
97,"[-9.69055725e-24 -1.34287200e-22  2.41447944e-24 ...  2.48171967e-23
  1.05931490e-22  1.24351472e-22]",119.0,53.0,1,0.465,0.178,810,3.5852664662986187
98,"[-7.10867615e-23 -9.45533379e-23 -1.06039246e-22 ... -4.87408617e-23
  1.13058283e-22  6.65601285e-24]",77.0,48.0,0,0.054,0.128,810,2.7313018473361046
99,"[ 1.08450260e-22 -7.83838964e-23 -2.01707003e-22 ...  1.29961731e-22
  7.09987716e-23  1.71937705e-22]",49.0,13.0,0,0.209,0.681,810,0.8974502668619105
100,"[-1.87734519e-22  2.02461368e-22 -1.70963931e-22 ...  3.74943360e-23
  1.61335917e-23 -2.96134491e-22]",106.0,102.0,1,0.535,0.776,810,5.6478844219929005
101,"[ 3.50073020e-23  8.17379431e-23  3.51118356e-23 ...  6.35705954e-24
 -1.22249621e-22 -9.33841667e-23]",24.0,15.0,2,0.533,0.25,810,0.7998997590354607
102,"[ 1.80565406e-22  1.07904760e-23  3.66631279e-22 ...  1.79731093e-22
  2.49574974e-23 -3.76954083e-23]",131.0,64.0,0,0.443,0.505,810,4.334089015362928
103,"[ 1.07198015e-22 -3.17630818e-23 -4.03789920e-23 ...  3.92843673e-24
 -2.55444609e-22  3.16896282e-22]",103.0,100.0,0,0.793,0.751,810,5.23017158526011
104,"[ 3.31250727e-24  4.18990131e-23 -2.98453439e-22 ...  1.82355640e-23
 -1.86642091e-22  2.22482117e-22]",147.0,92.0,1,0.745,0.411,810,5.822194872874184
105,"[-4.29245318e-23 -2.41152187e-23  9.50908300e-23 ... -6.07077777e-23
 -1.56903223e-23  1.64144658e-22]",118.0,96.0,0,0.525,0.448,810,5.195324593619069
106,"[-1.31353329e-23  9.82609956e-24 -9.96377672e-23 ... -1.16202118e-22
 -6.19980083e-23 -1.45033413e-22]",113.0,38.0,2,0.149,0.786,810,3.1541441462507107
107,"[-3.93408919e-23 -2.34158943e-22  2.34399559e-22 ... -6.65999733e-23
  1.08664589e-22 -2.99433679e-22]",138.0,22.0,2,0.621,0.763,810,1.953434384903753
108,"[ 2.52750850e-23  9.39641832e-23 -1.83474920e-22 ... -6.33046843e-24
  1.55667498e-22 -7.81576597e-23]",123.0,73.595,2,0.349,0.506,810,5.083822045845214
109,"[ 5.53918499e-23 -1.21966729e-22 -2.75887566e-23 ...  2.04954008e-22
 -4.36471053e-24  1.55814060e-22]",87.0,20.0,0,0.026,0.037,810,1.6125238769512913
110,"[-1.59417719e-22  2.88570975e-23  3.69709445e-23 ...  2.62500901e-23
 -6.26089848e-23  2.01337658e-23]",121.0,121.0,2,0.322,0.555,810,6.318377305171075
111,"[ 8.81991388e-23 -1.65626083e-23  1.09236253e-22 ... -2.94859079e-22
  1.87596437e-22 -1.05778318e-22]",92.0,39.0,0,0.651,0.491,810,2.832645929930776
112,"[-6.34051966e-23 -2.52228019e-22 -5.35592807e-24 ...  3.96697799e-23
 -1.11787677e-22 -5.60066968e-23]",53.0,46.0,0,0.561,0.047,810,2.7699251711908066
113,"[ 4.77540078e-23  6.73621298e-23  7.67356794e-23 ... -1.26795687e-22
 -1.19394648e-22  5.76450914e-23]",133.0,132.0,0,0.083,0.295,810,6.983008370332037
114,"[-3.63189390e-23  1.98242117e-22 -1.27813546e-23 ... -1.00574393e-22
 -1.25542685e-22 -6.94076401e-23]",150.0,141.0,2,0.099,0.74,810,8.012074798827916
115,"[ 1.57987530e-22 -5.72474113e-23  6.26543819e-23 ...  1.10210732e-23
  8.90357772e-24 -2.47348149e-22]",148.0,62.0,1,0.784,0.455,810,4.299618529191397
116,"[-4.85818675e-23 -1.22349891e-22  1.66028291e-22 ... -8.06405936e-23
 -8.48198680e-23 -1.03139571e-22]",111.0,58.0,0,0.04,0.049,810,4.1139172206586
117,"[ 4.38390321e-23  6.41068625e-23  3.60333569e-23 ... -2.00963366e-22
 -1.76866151e-23 -1.10278562e-22]",147.0,146.0,1,0.044,0.292,810,7.202454447329179
118,"[ 2.44396447e-22 -5.23218055e-23  8.69084680e-24 ...  2.70215677e-22
 -1.99742694e-22  2.39858768e-22]",108.0,29.0,1,0.494,0.235,810,2.268871259735914
119,"[-2.42640972e-22  7.82390020e-23 -9.07838612e-25 ... -7.52571529e-23
 -2.26624812e-22  3.34460636e-23]",141.0,115.0,0,0.212,0.333,810,5.701663217198141
120,"[ 1.10152002e-22 -1.38671015e-22  8.37651780e-24 ...  1.72146296e-22
 -1.80471411e-22  1.49635222e-22]",20.0,6.0,0,0.036,0.33,810,0.43387754475984835
121,"[ 1.71560405e-22 -3.74176066e-22  2.97550412e-22 ...  4.28422738e-23
  1.99224057e-23  9.61541649e-23]",131.0,121.0,1,0.478,0.396,810,6.218081437685084
122,"[-2.04014329e-22  1.67957824e-22  9.39545398e-23 ...  8.90801284e-24
  6.98940316e-23  7.71020656e-23]",148.0,34.0,1,0.08,0.106,810,2.755214774661736
123,"[-2.74942968e-22  6.19496340e-23 -1.28087865e-22 ... -2.13079031e-22
  1.17188070e-22 -1.24087781e-22]",149.0,112.0,2,0.175,0.534,810,7.17582853626915
124,"[-7.81989312e-23  5.43552408e-23 -1.57204851e-23 ...  1.31759865e-22
  3.97383065e-23 -8.84451927e-23]",92.0,7.0,2,0.175,0.261,810,0.7099591081317361
125,"[ 2.48407530e-22  2.81273219e-23  1.21281537e-22 ... -1.83437120e-22
  1.11000060e-22  1.23011836e-22]",141.0,94.0,0,0.586,0.505,810,4.894505550603915
126,"[ 7.39347415e-23 -7.73484015e-23  6.73709817e-23 ... -8.36066994e-23
 -2.49933653e-23  7.59435893e-23]",78.0,46.0,0,0.706,0.667,810,2.5472151795904963
127,"[ 1.64261413e-22  1.87276299e-23 -1.09821027e-22 ... -8.85777678e-23
  7.68280433e-23 -1.72102060e-22]",146.0,14.0,0,0.293,0.632,810,1.3858000701758524
128,"[-1.23515805e-22  6.82088376e-23 -7.52378265e-24 ...  1.41613600e-22
 -2.47418654e-23  5.90657369e-23]",129.0,13.0,0,0.044,0.708,810,1.1516840051693165
129,"[ 2.50856711e-22 -1.26125796e-22 -1.20659566e-22 ... -9.44424053e-23
 -7.72969092e-23  2.70176256e-22]",144.0,11.0,1,0.551,0.275,810,1.0618350947040227
130,"[ 8.84377803e-23 -1.08091766e-22 -3.38948626e-22 ... -1.21482952e-22
 -1.95660953e-23  2.81130374e-23]",87.0,21.0,2,0.144,0.57,810,1.4973717499577939
131,"[ 1.93908519e-22 -2.26637352e-22 -5.77400988e-23 ... -2.06490509e-22
  1.55496611e-22 -8.97216478e-24]",123.0,44.355,1,0.387,0.663,810,3.2596749361919537
132,"[-8.31220498e-23 -1.04275021e-22  8.94442781e-23 ... -1.29312410e-22
 -7.87577028e-23 -1.29768042e-22]",77.0,44.0,2,0.532,0.206,810,2.5070981863543897
133,"[-5.99263244e-23  2.48608951e-23 -1.42259122e-22 ...  1.27433338e-22
 -2.30518105e-23 -1.39729985e-22]",48.0,30.0,0,0.8,0.711,810,1.9238983236508183
134,"[-1.79024180e-22 -7.75926855e-23 -3.98871630e-22 ...  4.07327783e-23
  6.01241506e-23  2.20591301e-22]",128.0,14.0,1,0.093,0.557,810,1.1439077172986527
135,"[ 5.38928228e-23 -3.97129298e-23 -4.68919268e-23 ... -2.31346182e-22
  1.14761342e-22  9.57613894e-23]",109.0,86.0,0,0.207,0.045,810,5.187291567805453
136,"[ 1.23741072e-22 -2.95211038e-22  6.34937495e-23 ... -7.05495310e-23
 -2.11201860e-22 -3.64658171e-23]",120.0,112.0,1,0.17,0.253,810,6.18522858336778
137,"[-2.95492344e-23  8.33631152e-23 -1.32056888e-23 ... -1.05985404e-22
  2.62355453e-22 -5.54950965e-24]",120.0,77.0,2,0.246,0.785,810,4.1272754073829
138,"[ 4.88959442e-23  1.48958500e-23 -9.90467828e-23 ...  1.51163948e-22
 -6.25405830e-23 -2.57549514e-22]",64.0,31.0,1,0.385,0.66,810,2.0988602507486362
139,"[ 4.19079363e-23 -2.22676173e-22  9.21787712e-23 ... -2.58333177e-22
 -7.26556737e-23  2.28498685e-23]",105.0,104.0,0,0.402,0.695,810,4.975798680020648
140,"[-1.34144577e-22 -1.28628071e-22 -7.49763862e-24 ... -4.42820644e-23
  1.66546146e-22 -1.12238933e-22]",114.0,15.0,2,0.124,0.283,810,1.254318405966897
141,"[ 1.59586957e-24 -2.23170019e-23 -3.90124953e-23 ... -5.82122673e-23
 -1.05643643e-22 -1.62348664e-22]",20.0,11.0,2,0.543,0.122,810,0.7805444088280656
142,"[1.09872519e-22 9.34162220e-23 1.70278978e-22 ... 3.01138547e-23
 2.84349932e-24 7.57686058e-23]",127.0,29.0,0,0.312,0.477,810,2.219154815523763
143,"[-2.33966589e-22 -2.40990497e-22  2.15402547e-23 ... -2.52181492e-22
  5.55820137e-23 -1.15994067e-22]",98.0,7.0,1,0.446,0.469,810,0.6803681617262113
144,"[-1.90274018e-22 -1.28807670e-22 -6.97782472e-23 ...  1.84151277e-22
 -6.06883596e-23  5.04557177e-23]",30.0,24.0,2,0.638,0.434,810,1.3934192269817527
145,"[-1.37910923e-23  3.18852819e-22  2.85273567e-22 ...  3.25626354e-22
 -1.12100326e-22  1.36960540e-22]",118.0,10.0,1,0.012,0.045,810,0.8252479529204378
