,Waveform,m1,m2,Merger Position,Distance,PSNAR
29,"[-1.16225881e-22  6.03099065e-23 -1.11476803e-22 ... -1.18881590e-22
  1.52465299e-22  1.95718424e-22]",97.0,24.242,0,810,2.1259130196688645
30,"[6.33263631e-22 1.99667181e-22 6.14165673e-22 ... 2.68943085e-23
 1.97498710e-23 7.48541983e-23]",105.0,77.0,1,810,5.274067336032322
31,"[ 4.06421754e-22 -4.88031454e-23  1.62888069e-22 ...  2.90295996e-22
 -8.24867918e-23  1.81637630e-22]",113.0,5.0,1,810,0.49723302698280386
32,"[-1.51194673e-22 -1.95645790e-22 -2.45517080e-22 ...  6.71671659e-23
 -1.14170537e-22  8.63685720e-23]",147.0,142.0,2,810,7.961116933558678
33,"[ 5.16170170e-22  7.71733800e-22  5.10728600e-22 ... -4.11813419e-23
  1.06957118e-22  1.99014343e-22]",118.0,92.0,0,810,5.20337293973662
34,"[ 1.69186482e-23  1.44534394e-23 -4.56741449e-23 ...  5.37939720e-23
  5.60904716e-24 -2.93853645e-22]",40.0,12.0,1,810,0.9013723301618591
35,"[-1.53132601e-22 -4.24358613e-24  1.66572880e-22 ...  1.48942810e-22
 -4.47596031e-23  1.34448656e-22]",30.0,23.0,2,810,1.381380764271815
36,"[ 1.05521891e-22 -1.11657741e-22 -1.35123796e-22 ... -1.36068490e-22
  2.29457593e-22  2.08131183e-23]",35.0,16.0,0,810,1.1725238168649148
37,"[ 3.08882782e-22  8.27938626e-23  2.80281829e-22 ...  1.86005497e-22
 -1.24250191e-22  3.66233235e-23]",139.0,19.0,2,810,1.7654369271657535
38,"[-1.73791043e-22 -6.75007986e-23 -2.11096484e-22 ... -2.14196385e-22
  1.74417589e-22 -1.51347985e-23]",147.0,62.0,0,810,4.7137892530198915
39,"[-4.77293946e-22 -6.14707013e-22 -4.77013083e-22 ... -3.16764947e-23
  1.41835411e-22  2.74975768e-22]",138.0,74.0,2,810,5.440905438214621
40,"[-2.58098558e-22 -2.46989044e-22 -2.75414585e-22 ...  1.00323969e-22
 -1.00503131e-23  1.81033007e-22]",116.0,20.0,1,810,1.7821099728718275
41,"[-1.71208396e-22 -3.97684715e-22 -2.53712311e-22 ... -1.55859734e-22
  1.01361511e-22 -1.33645442e-22]",147.0,25.0,2,810,2.300178959207539
42,"[3.46095377e-22 3.75351957e-22 1.64446632e-22 ... 1.49678327e-23
 4.39548483e-23 1.19720124e-22]",101.0,15.0,1,810,1.386722594528835
43,"[ 4.50207528e-22  2.05653180e-22  3.78056754e-22 ...  4.69033776e-23
 -4.61792893e-23  1.94550785e-22]",118.0,53.0,2,810,4.053053901860009
44,"[-6.12155023e-22 -2.63957999e-22 -6.62021653e-22 ... -1.34557640e-22
 -8.12803569e-23 -6.47563087e-23]",109.0,86.0,1,810,5.538824106044947
45,"[-3.43009786e-22 -3.03534751e-22 -3.76264418e-22 ...  4.80282504e-23
 -3.34979782e-23  6.42284308e-23]",106.0,34.0,2,810,2.3858944716019725
46,"[ 1.01566206e-22  5.26255301e-23 -3.54339508e-23 ... -3.62506576e-24
  8.35535472e-23 -3.87786964e-23]",111.0,78.0,0,810,5.067183894584309
47,"[-2.11599391e-23  1.49256315e-22  8.52076681e-24 ...  2.42977141e-23
  1.37604746e-22  4.65847651e-23]",120.0,12.0,1,810,1.128856731145334
48,"[-3.83113975e-22 -4.31362348e-22 -6.63318867e-23 ... -1.40431793e-23
 -1.35530404e-22  2.08922749e-22]",117.0,54.0,0,810,4.065577387162002
49,"[-4.72936731e-22 -4.57441294e-22 -4.93783046e-22 ... -5.23761182e-24
 -2.62564357e-22  1.27066903e-22]",101.0,87.0,0,810,4.467173901018911
50,"[ 1.93730942e-22 -7.79698467e-23  1.79952416e-22 ...  2.02765971e-22
 -2.69620042e-23 -1.05651011e-22]",44.0,13.0,0,810,1.0258215626718352
51,"[ 3.17693279e-22  2.89646566e-22  5.59798956e-22 ... -6.55882588e-23
  4.25493482e-24  1.20021210e-22]",71.0,57.0,1,810,3.5192372382595045
52,"[ 2.63570690e-22  4.18037473e-22  1.18532189e-22 ... -2.33968094e-22
  8.34907609e-23 -8.14695699e-23]",123.0,32.256,2,810,2.662809690532109
53,"[ 6.15305185e-22  5.54229365e-22  2.87874277e-22 ... -2.04976706e-22
  2.08471423e-22  2.14268925e-22]",96.0,83.0,1,810,4.656034818634047
54,"[-7.97392174e-22 -7.17253662e-22 -4.78261293e-22 ...  2.56465530e-22
 -1.50433980e-22  1.70644325e-22]",116.0,113.0,1,810,6.01553533453785
55,"[-1.09779733e-22 -4.72197313e-22 -2.55226243e-22 ...  2.99744615e-22
 -3.43526493e-23  1.59074509e-22]",110.0,75.685,2,810,5.085271924072999
56,"[-2.66028999e-22 -4.45412042e-22  2.92713778e-23 ... -1.66079116e-23
 -1.00653303e-22  6.21413779e-23]",129.0,66.0,1,810,5.185771859473837
57,"[9.49222840e-22 8.63791093e-22 8.04864832e-22 ... 9.27165368e-24
 1.59703499e-23 1.19828216e-22]",147.0,124.0,1,810,7.848962372970037
58,"[-4.06174049e-22 -1.53688907e-22 -4.72967574e-22 ...  1.85587047e-23
 -2.56737297e-22 -8.24553076e-23]",145.0,50.0,0,810,3.9997971388635425
59,"[-1.40667583e-22 -5.11329578e-23 -1.49896653e-22 ...  7.02724563e-23
 -7.49054280e-23 -5.08264842e-23]",32.0,32.0,0,810,1.6404535619519909
60,"[ 8.73382632e-23 -4.59483791e-23  4.21758125e-23 ... -3.32779720e-23
 -1.20252337e-22 -7.42038553e-23]",149.0,24.0,2,810,1.655114141984226
61,"[ 6.17338627e-23  1.11336160e-22  2.30649300e-22 ...  6.47609351e-23
 -1.14923127e-22 -2.11783995e-22]",56.0,10.0,0,810,0.7211615543730361
62,"[ 5.98457840e-22  1.20750874e-21  5.58520201e-22 ... -7.68865795e-23
  8.52586264e-23  8.73497200e-23]",130.0,95.0,1,810,6.373601005881621
63,"[ 1.86965575e-22  2.65040130e-22 -1.02965279e-22 ... -4.15340936e-22
  2.45646753e-22 -1.13801523e-22]",57.0,10.0,0,810,0.9345209399454955
64,"[-1.65715661e-22 -4.76858976e-22 -1.57799072e-22 ... -8.68839450e-23
  1.80235217e-22 -2.92998489e-22]",85.0,67.0,2,810,4.443668845935423
65,"[-1.72752713e-22 -4.64694499e-22 -4.07975309e-22 ...  1.56759168e-22
  3.05396245e-22  1.67346010e-22]",84.0,44.0,1,810,2.807094745235974
66,"[ 9.15856029e-23  6.17423190e-24 -1.31474896e-22 ... -1.23529609e-22
  6.73215963e-23 -2.03980953e-22]",116.0,14.0,1,810,1.3162722014509058
67,"[ 4.65011624e-22  2.93286494e-22  3.55701591e-22 ... -2.44338306e-23
 -3.35660734e-23 -6.54765747e-23]",116.0,96.0,1,810,5.579994741325901
68,"[-3.33846892e-22 -2.35796128e-22 -8.96145578e-23 ... -7.63987589e-23
  1.04219103e-22  3.50124713e-22]",37.0,28.0,0,810,1.8575394724117746
69,"[-2.30538452e-22 -3.77286591e-22 -3.71461206e-22 ... -2.10278403e-22
 -1.92013776e-23  8.77304041e-24]",133.0,23.0,2,810,2.0317849258965834
70,"[-6.91091747e-22 -6.61820164e-22 -1.56829787e-22 ...  9.40685586e-23
 -5.47927459e-24 -1.10139978e-24]",76.0,70.0,1,810,3.7879629212214425
71,"[ 4.09985504e-23  5.59964287e-23 -1.07470645e-22 ... -8.22153276e-23
 -2.46613232e-23 -3.88022990e-23]",59.0,44.0,1,810,2.8753172022303706
72,"[-3.57109433e-23  1.11962226e-22 -1.02678533e-22 ...  2.56164605e-23
 -7.89484236e-23 -4.40616323e-23]",139.0,26.0,0,810,2.1876179082302336
73,"[ 3.43211638e-22  1.86533030e-22  2.64573252e-22 ...  1.95541704e-22
 -4.36760225e-23 -1.07343184e-22]",67.0,29.0,0,810,2.3459425907158797
74,"[ 8.14701026e-23  3.93742730e-22  3.77818846e-23 ...  2.40283798e-23
 -5.92829066e-23 -3.67328808e-22]",145.0,44.0,0,810,3.2167846170926806
75,"[-1.59650084e-22  1.46388469e-22 -2.35727755e-22 ... -1.09081838e-24
 -8.72410576e-23  8.19428265e-23]",49.0,27.0,1,810,1.7810140213285113
76,"[-2.67389896e-23 -2.10677542e-22  6.11256074e-23 ...  1.43784739e-22
 -2.68462682e-22  7.22195456e-23]",123.0,8.058,2,810,0.6573309560154984
77,"[ 5.11973834e-22  5.24200667e-22  5.97721301e-22 ...  1.62042919e-22
 -8.57989741e-23  1.81774410e-24]",92.0,88.0,1,810,4.695700055233482
78,"[-3.01259210e-22 -2.21392424e-22 -4.86336777e-23 ...  1.52405006e-23
 -7.42930328e-23 -1.64495957e-23]",50.0,44.0,1,810,2.526343432666017
79,"[ 3.81982520e-22  6.88444213e-22  4.98917901e-22 ...  1.52648649e-23
 -3.64155107e-23 -1.95786704e-22]",125.0,66.0,1,810,4.483125302230482
80,"[-1.45280305e-22 -3.54871407e-22 -3.30032097e-22 ...  1.19655555e-22
  1.06450773e-22 -1.18499661e-24]",123.0,7.05,2,810,0.7117491148171831
81,"[ 7.36600420e-22  4.90285982e-22  4.15885918e-22 ... -1.26849069e-22
 -1.46880352e-22 -7.66687028e-23]",124.0,45.0,1,810,3.6975176329079655
82,"[-3.36196025e-22 -1.75000798e-22 -3.85474259e-22 ... -9.46849441e-23
  5.41824238e-23  3.93742562e-23]",121.0,21.0,1,810,1.6060102096682596
83,"[-1.52790997e-22 -2.19212784e-22 -2.19459382e-22 ... -1.03562823e-23
  8.90291745e-24  1.06595650e-22]",28.0,27.0,1,810,1.3299083399464904
84,"[ 1.42003596e-22 -1.80218047e-22  1.28078716e-22 ... -3.21613252e-23
  3.89192636e-23 -1.44252627e-22]",121.0,55.0,2,810,3.811360878205596
85,"[-4.84816301e-22 -1.80443676e-22 -1.54230519e-22 ...  7.37857829e-23
 -2.61350696e-22  3.60256416e-23]",122.0,15.0,1,810,1.3656862961114773
86,"[9.35120301e-22 1.09983090e-21 8.25610120e-22 ... 1.29751480e-22
 1.06420977e-24 2.32574889e-23]",119.0,98.0,2,810,5.930426204514846
87,"[ 6.88866651e-22  4.91884451e-22  7.12154925e-22 ...  1.61181960e-22
 -1.93504600e-22 -6.83405827e-23]",150.0,102.0,1,810,7.160060791896555
88,"[-1.66322853e-23 -1.07994593e-22  9.64276707e-23 ... -3.87960332e-23
  1.48042553e-22 -2.46756287e-22]",93.0,13.0,0,810,1.1763547585584024
89,"[ 7.18453619e-23 -8.15298612e-23 -2.13061209e-22 ... -2.47706252e-23
 -2.49666409e-23  1.15579237e-22]",110.0,4.028,2,810,0.43512752552016165
90,"[ 3.66107793e-22  4.64800236e-22  3.88674851e-22 ... -7.66000086e-25
 -5.41743629e-24  1.46852971e-22]",138.0,112.0,0,810,6.71789998666053
91,"[-3.91402532e-22 -3.75932266e-22 -4.96449024e-22 ... -2.92744416e-23
 -1.15610650e-22  3.68194881e-23]",134.0,88.0,0,810,5.27113928289925
92,"[-1.85573705e-22 -1.80288812e-22 -6.39580649e-23 ... -2.52634514e-23
 -1.53059839e-22 -9.43290270e-25]",128.0,16.0,2,810,1.4822643480339466
93,"[-3.41172332e-22  5.41851804e-23 -3.46834151e-23 ... -3.59665907e-23
  1.24330181e-22  2.88968719e-23]",150.0,8.0,2,810,0.7844751011339386
94,"[ 1.49811751e-22  6.70479510e-23  1.57460432e-22 ... -2.55717670e-23
  1.07174605e-22 -2.75840262e-23]",105.0,13.0,0,810,1.0643565508374828
95,"[ 7.20362963e-23  1.51471683e-22  1.86060711e-22 ... -1.56956089e-22
  1.20702265e-23 -5.90743062e-23]",103.0,55.0,0,810,4.052398636377334
96,"[2.67041679e-22 4.67997884e-22 3.99355984e-22 ... 1.45226813e-22
 1.04024600e-22 5.48045584e-23]",125.0,54.0,0,810,3.7606724879238493
97,"[-1.47959053e-22 -8.58923600e-24 -1.42006688e-22 ... -1.02882263e-22
 -8.02577712e-23 -2.31894261e-22]",77.0,6.0,1,810,0.5239837458989298
98,"[-2.29559880e-22  5.42019040e-23 -3.51757492e-23 ...  1.83463981e-23
 -2.75426255e-23 -1.74275480e-22]",94.0,50.0,1,810,3.300491536710111
99,"[ 2.23429164e-22  4.47114525e-23  1.84305050e-22 ... -1.06441945e-23
  1.22935764e-22  1.42144240e-23]",132.0,20.0,0,810,1.9364219292349065
100,"[-2.72395562e-22 -4.90651132e-22 -3.34009420e-22 ...  3.31823871e-22
  1.16106395e-23 -1.60072995e-22]",121.0,59.0,0,810,4.397769733054051
101,"[-5.57422861e-22 -4.58723979e-22 -5.10627789e-22 ... -7.86630220e-23
 -2.01640307e-23 -2.12672549e-22]",133.0,56.0,1,810,4.272761328801651
102,"[-3.82768462e-22 -1.76575029e-22 -4.69239240e-22 ... -4.29336347e-24
 -3.53954268e-22  7.21551383e-23]",89.0,73.0,2,810,4.81790753568922
103,"[ 4.92046729e-22  4.50275117e-22  2.72705520e-22 ...  1.09165165e-22
 -8.96061377e-23  1.84294106e-22]",89.0,81.0,1,810,5.427630169515975
104,"[ 3.32178285e-22  2.56970120e-22  2.05909901e-22 ...  8.54292696e-23
 -6.23234989e-23  1.48237636e-22]",84.0,52.0,2,810,3.4846379522429594
105,"[-6.37089859e-23 -1.14566190e-23  8.54481824e-23 ... -2.11589842e-22
  2.37646880e-22 -1.08178815e-22]",117.0,32.0,1,810,2.6024144678362813
106,"[-3.02025285e-23 -1.40753064e-22 -2.53785358e-22 ...  5.19548069e-23
  1.94563803e-22  7.05762156e-24]",130.0,23.0,0,810,2.04914275854336
107,"[ 4.93187043e-22  6.28114697e-22  6.54111898e-22 ... -9.92372478e-23
  1.64431638e-22 -3.77829161e-24]",116.0,109.0,0,810,5.505914138470987
108,"[ 1.28956793e-21  1.41146925e-21  1.07152505e-21 ...  7.71510683e-23
  7.23876656e-23 -1.36174684e-23]",122.0,121.0,2,810,6.72609136383625
109,"[ 3.93931895e-22  3.83159414e-22  2.80751675e-22 ... -1.08745511e-22
 -2.41481228e-22  1.48645998e-23]",74.0,67.0,0,810,4.125986565767032
110,"[ 4.46532889e-23  2.56633166e-22  8.21112493e-23 ... -1.70028727e-22
 -1.56729783e-22 -6.01489851e-23]",144.0,2.0,1,810,0.2866085296632481
111,"[ 1.64916259e-22  3.37238567e-22  3.09961438e-24 ...  8.67899350e-23
 -2.02030217e-22  6.10042963e-23]",113.0,57.0,0,810,4.5950074384149975
112,"[-2.42110443e-23 -1.50774651e-22  7.83973214e-24 ...  1.24989676e-22
 -4.80371732e-23 -1.13687673e-23]",129.0,1.0,2,810,0.1990375275613844
113,"[-2.11411600e-22 -2.24054661e-23 -2.30849817e-22 ... -3.04358064e-23
 -1.08964810e-22 -1.83345709e-22]",145.0,66.0,0,810,4.959622068414152
114,"[ 3.65323774e-22  5.41387101e-22 -1.07036570e-22 ...  2.44983146e-22
 -4.05371007e-23  8.76220718e-23]",112.0,65.0,0,810,3.9202899854969355
115,"[-4.58090429e-22 -3.75414247e-22 -2.90923505e-22 ...  1.13146993e-22
 -2.60324461e-22  2.20106343e-22]",91.0,36.0,2,810,2.888957066139746
116,"[ 1.17079274e-21  1.24717160e-21  1.25857187e-21 ... -4.70629071e-22
 -6.53053761e-24  2.00046611e-23]",144.0,90.0,2,810,5.360272358249835
117,"[-3.40758579e-23  2.46032808e-22  1.76570139e-22 ...  1.95674296e-23
  1.22602766e-22  2.94201411e-23]",47.0,37.0,0,810,1.9249444767936856
118,"[-3.35840389e-22 -4.07625450e-23  2.03465457e-23 ... -2.59861405e-23
 -8.74817950e-24  3.41863102e-24]",15.0,7.0,1,810,0.43492269936444045
119,"[-1.42256508e-22 -1.15566056e-22 -4.69818165e-23 ... -7.42553667e-24
 -1.01679544e-22  1.73576796e-22]",145.0,15.0,1,810,1.4269004022596377
120,"[ 1.72360965e-22 -9.61116647e-23  1.89335483e-23 ...  9.99780532e-23
 -2.28075732e-23 -1.72374147e-22]",78.0,23.0,2,810,1.7813946759246875
121,"[-6.30290393e-23 -6.17282928e-23 -1.12917007e-22 ...  1.56335017e-22
  2.44677628e-22  3.19280029e-22]",111.0,62.0,2,810,4.355693274460617
122,"[-1.44818690e-22 -3.13821202e-22 -2.88967440e-22 ...  1.01574940e-22
 -2.53608223e-22  4.49637102e-23]",43.0,40.0,2,810,2.0280359582511247
123,"[ 4.55235446e-22 -1.68930479e-22  1.45319526e-22 ... -5.31742207e-23
  3.54490296e-23  4.28823821e-24]",97.0,6.053,2,810,0.5477660820049793
124,"[ 7.10388822e-22  4.38257915e-22  3.96560792e-22 ...  2.43703982e-22
 -1.99633280e-22  1.98705716e-22]",138.0,107.0,0,810,6.529163132619519
125,"[-2.54437604e-22 -3.49988086e-22  5.09689498e-23 ... -1.83049113e-23
 -2.12571179e-23  9.58534684e-23]",108.0,24.0,2,810,1.7868946170102349
126,"[ 4.48159035e-22  4.03214571e-22  4.14360266e-22 ... -7.24130652e-23
 -8.26107770e-23  1.70056886e-22]",86.0,58.0,1,810,3.8148062051493166
127,"[-7.33071631e-22 -5.02604481e-22 -6.92700263e-22 ... -2.30371936e-23
 -3.49865575e-23 -1.19860075e-22]",148.0,111.0,0,810,7.609735351400248
128,"[ 1.20207787e-23 -3.56712558e-22 -6.64940141e-23 ... -1.25316239e-23
 -2.03376533e-22 -1.10436274e-22]",98.0,55.0,1,810,3.8550906029234646
129,"[ 1.25268288e-22  2.23052003e-22 -1.22352037e-22 ... -5.13514969e-23
  8.80388311e-23 -4.24601767e-22]",59.0,13.0,1,810,1.2408835061919241
130,"[ 4.98113864e-22  4.41382601e-22  6.95743698e-22 ... -1.86339253e-22
  2.20217645e-22 -7.61828476e-23]",75.0,45.0,2,810,3.0386994297014236
131,"[-6.15130410e-22 -5.14606929e-22 -7.77297971e-22 ... -1.72847931e-22
 -1.03750878e-22 -9.02766787e-23]",137.0,107.0,1,810,7.156122669050088
132,"[ 5.91582277e-22  6.49511793e-22  4.23787687e-22 ... -7.43437415e-23
 -1.97414695e-22  5.46899031e-23]",118.0,43.0,2,810,3.375343868632045
133,"[-4.33937379e-23 -1.38653532e-22  4.56183737e-23 ...  1.15738447e-22
 -1.60683386e-22  1.36717822e-22]",121.0,5.0,2,810,0.4534092083721756
134,"[ 4.04942215e-23 -2.37658105e-22 -1.09125658e-22 ...  2.00734673e-22
 -1.82830813e-22  1.82456038e-23]",59.0,38.0,2,810,2.5296344917015015
135,"[-2.46346504e-22 -3.07396084e-22 -4.65594563e-22 ...  3.49141500e-23
  1.85039071e-22 -3.11059727e-23]",98.0,13.0,2,810,1.269157426647685
136,"[ 1.09046272e-22 -3.23053788e-22 -1.73712844e-22 ...  1.23824574e-23
  6.42678769e-23  1.40524200e-22]",95.0,16.0,2,810,1.4264111628446932
137,"[-4.55814095e-22 -3.43035019e-22 -3.99791169e-22 ... -1.01380763e-22
  1.59739796e-23  7.96956614e-23]",120.0,77.0,1,810,5.337396118959143
138,"[ 2.28994190e-22  2.57421495e-23  5.78943845e-23 ... -2.18299290e-22
 -3.14131657e-23 -1.08094467e-22]",32.0,18.0,0,810,1.294789093225829
139,"[ 1.01640074e-22  3.35666752e-22 -9.01733354e-23 ... -3.53013999e-23
  5.76720930e-24 -1.85003432e-22]",145.0,4.0,0,810,0.4132396303900684
140,"[ 6.35599557e-23 -2.02857031e-22 -1.22240058e-22 ...  2.92141987e-23
  1.14479578e-22  1.27823896e-22]",142.0,27.0,0,810,2.520714725168026
141,"[ 4.36057819e-23 -3.24043038e-22  1.65765259e-24 ...  4.06235386e-23
  1.58508687e-22 -3.49867122e-23]",59.0,29.0,0,810,2.085771288292096
142,"[7.11386966e-22 7.11501248e-22 6.38665724e-22 ... 2.55400577e-25
 4.00234080e-23 4.86203214e-23]",147.0,109.0,1,810,6.6484392003616
143,"[ 8.03963751e-23  5.45559454e-22  2.84216750e-22 ...  7.81431859e-23
 -1.84132187e-23 -4.33511621e-23]",119.0,63.0,1,810,4.838981124403407
144,"[-5.24293686e-22 -6.87764416e-22 -5.36978077e-22 ... -1.10950113e-22
 -4.56375356e-23 -1.42954934e-22]",136.0,75.0,1,810,5.414143880008676
145,"[-6.63140935e-22 -4.40425465e-22 -6.88207896e-22 ...  2.29974802e-23
  1.34299412e-22 -6.78847312e-23]",71.0,71.0,1,810,3.92499401732631
146,"[ 8.92871263e-23  2.88389375e-23 -8.74610480e-23 ... -5.28154632e-23
 -1.74944575e-22 -2.32382980e-22]",35.0,20.0,0,810,1.4004568905968007
147,"[-2.60643610e-22 -4.35922239e-22 -2.56296019e-22 ...  1.47546091e-23
 -6.66040288e-23 -1.40300291e-22]",146.0,141.0,1,810,7.212954578719161
148,"[-1.20235407e-22  6.07995283e-23 -3.07246684e-22 ...  9.59339971e-23
  1.02095040e-22 -1.22232185e-22]",23.0,14.0,2,810,0.9076617047840754
149,"[-6.14697392e-23 -3.53971883e-22 -3.96736114e-22 ... -5.46880897e-23
  3.06948173e-23  2.94751028e-23]",121.0,42.0,0,810,3.1476265101439735
150,"[4.04337559e-22 5.61592698e-22 6.08998010e-22 ... 1.63042614e-22
 1.44449227e-22 1.22110290e-22]",128.0,88.0,0,810,5.663629878924813
151,"[ 9.90872361e-23  2.81587636e-23  5.76599219e-23 ... -1.14591021e-22
  1.50025565e-23  1.66671056e-23]",92.0,27.0,2,810,2.183290770764698
152,"[ 6.27339910e-22  8.26418587e-22  6.67659093e-22 ...  1.26812727e-22
 -2.84174691e-22 -1.69910454e-22]",141.0,56.0,2,810,4.490884957654435
153,"[-2.56748848e-22 -2.98414884e-22 -1.98773490e-22 ... -1.83912262e-22
  2.06764844e-22 -6.42200700e-23]",39.0,33.0,0,810,2.1505246466308434
154,"[-8.00424719e-23 -2.64415166e-22 -5.59516307e-22 ...  1.61662564e-22
 -2.49715221e-22  6.49772710e-23]",135.0,126.0,2,810,6.476521496973167
155,"[5.49847046e-22 1.74247073e-22 6.92334820e-22 ... 9.38475238e-23
 4.90087649e-23 1.41969222e-23]",121.0,76.0,1,810,5.221831209610978
156,"[-5.24845541e-23  6.19931818e-23 -7.46951924e-24 ... -1.36816293e-22
 -1.99285808e-23 -8.51653178e-23]",75.0,58.0,0,810,3.603172915594429
157,"[ 4.84648235e-22  5.95497918e-22  6.37732254e-22 ... -2.98626572e-22
  5.22698495e-23 -1.89103140e-22]",136.0,134.0,0,810,7.096605112993436
158,"[-4.40063464e-22 -3.54421893e-22 -3.87283401e-22 ...  1.08140318e-22
 -4.81761340e-23  1.10922010e-22]",129.0,82.0,1,810,5.932779047456664
159,"[ 4.71592024e-22  6.39150185e-22  5.60953287e-22 ... -6.72104246e-23
  8.36506862e-23 -7.92588688e-23]",122.0,70.0,0,810,5.130727381680235
