,Waveform,m1,m2,Merger Position,Distance,PSNAR
13,"[ 2.40882759e-22 -4.74618207e-23 -1.19133816e-23 ...  1.67878499e-22
 -2.50736478e-22 -3.53199250e-23]",128.0,122.0,0,410,15.208035306131272
14,"[ 4.67285412e-22  7.43331869e-22  7.42758855e-22 ... -4.64384621e-23
 -1.10861484e-22 -2.80934874e-25]",106.0,91.0,1,410,9.03475053367557
15,"[-1.00433019e-21 -1.01235109e-21 -1.13254766e-21 ...  8.97552546e-23
 -9.49950821e-23  2.71277978e-23]",100.0,78.0,0,410,8.904594972227763
16,"[-8.74851960e-22 -6.25861277e-22 -6.66445399e-22 ... -7.27503450e-23
 -1.10197179e-22 -3.75231832e-22]",73.0,43.0,1,410,5.648378751020815
17,"[-3.92317440e-22 -6.12693829e-22 -5.24697984e-22 ... -1.51590005e-22
  1.36508253e-22 -2.17365164e-23]",130.0,37.0,1,410,5.415475893096535
18,"[-5.03326987e-22 -2.31607369e-22 -5.09273753e-22 ...  9.05221242e-23
  2.55612627e-23 -9.48402054e-23]",149.0,90.0,1,410,10.89667371643391
19,"[ 7.20922250e-22  7.89780299e-22  6.56505957e-22 ... -5.74784385e-24
 -1.19585260e-22 -8.63237743e-23]",60.0,48.0,1,410,5.481284411347164
20,"[-7.10580192e-22 -8.90978400e-22 -5.77627857e-22 ...  5.51059825e-23
  8.79349297e-23 -2.01421701e-22]",87.0,66.0,2,410,7.762485459781954
21,"[-8.02174629e-22 -7.32632588e-22 -7.90768028e-22 ...  2.66737452e-22
  1.20396580e-22 -3.96906224e-22]",143.0,35.0,2,410,6.068068122846257
22,"[ 3.32534606e-22  5.11641132e-22  5.33304629e-22 ... -2.00886360e-22
 -1.54248399e-22  2.46535526e-22]",102.0,41.0,0,410,5.696395363275374
23,"[ 3.97939924e-22  2.40934342e-22  3.55050124e-22 ... -1.11096959e-22
  4.54732794e-23  1.24580795e-22]",139.0,32.0,0,410,5.638777482815725
24,"[-8.49202959e-22 -6.86048101e-22 -1.12654299e-21 ...  1.41927633e-22
  1.92386288e-22 -1.22613997e-23]",82.0,65.0,0,410,7.8499724129456645
25,"[ 5.03881083e-22  6.45212231e-22  3.59555179e-22 ...  8.72614923e-24
 -1.43252837e-23  2.54271617e-22]",139.0,15.0,2,410,2.4481112985160443
26,"[-6.90857101e-23  1.28279985e-24 -1.20228121e-22 ... -5.10534257e-23
  2.03815280e-22 -1.49571955e-22]",41.0,6.0,1,410,1.0194901057562016
27,"[ 8.83328150e-22  6.49974395e-22  7.20777837e-22 ...  5.21888103e-24
 -2.45371624e-22  7.60880066e-23]",140.0,35.0,2,410,6.17373683082496
28,"[ 2.70197789e-22  3.94527776e-22  1.85130493e-22 ... -3.93523637e-24
  1.98964675e-22  1.43782074e-23]",92.0,26.0,2,410,4.489781933906117
29,"[-3.17889599e-22  6.77172777e-23 -2.08987585e-22 ... -6.36516306e-23
  5.75324452e-23 -9.34079911e-24]",150.0,26.0,1,410,3.978966215291868
30,"[-2.06231880e-22  6.36894151e-23  1.15413385e-22 ... -2.02505582e-22
  2.00936557e-22  1.45310186e-22]",70.0,40.0,0,410,5.336722821183885
31,"[-4.50125398e-22 -6.58025691e-22 -8.64323497e-22 ...  2.33922216e-22
 -1.33170762e-22 -1.38046992e-23]",110.0,50.454,0,410,7.5336718277858274
32,"[ 4.78180540e-22  4.70946464e-22  6.73870626e-22 ... -2.76710009e-23
  3.12538221e-22 -7.96740958e-23]",148.0,33.0,0,410,6.439711835908748
33,"[-1.24749965e-21 -1.64205848e-21 -1.45035190e-21 ...  4.54443887e-23
 -3.79602741e-23 -1.13344055e-22]",146.0,57.0,2,410,8.575296757617126
34,"[ 2.48493962e-22 -4.93490264e-22 -3.31648225e-22 ... -9.01731277e-23
  2.17304775e-22 -3.63719789e-23]",88.0,10.0,2,410,1.77473707420921
35,"[-1.09779166e-21 -6.67180801e-22 -1.22621922e-21 ...  1.64676917e-22
  9.69853097e-23 -1.15075864e-22]",111.0,85.0,2,410,10.326863362434247
36,"[-1.01156805e-21 -1.11840580e-21 -9.03915028e-22 ... -6.93553473e-23
  2.77680721e-23  9.31259496e-23]",134.0,41.0,2,410,5.958511716641183
37,"[-3.72649842e-22 -2.82696299e-22 -2.85479386e-22 ... -1.81386749e-22
  1.59052242e-22 -1.20445609e-22]",137.0,22.0,0,410,3.52699466125279
38,"[-1.28812253e-21 -1.74250928e-21 -1.56798892e-21 ... -1.54173085e-22
  1.65242408e-23  1.20085002e-22]",139.0,79.0,1,410,10.528763430987226
39,"[ 5.13273261e-22  6.18647420e-22  5.85995244e-22 ... -1.46272462e-23
  1.20308981e-22  4.42199393e-23]",93.0,24.0,2,410,2.976134519392523
40,"[ 2.23189527e-21  2.16764947e-21  2.29663033e-21 ... -1.52279484e-22
  1.11972798e-22  6.42359201e-23]",150.0,119.0,2,410,12.756698798927824
41,"[ 5.67446848e-22  5.34851851e-22  7.80367389e-22 ... -1.79226203e-23
 -5.43347035e-23  7.57195030e-23]",70.0,36.0,1,410,4.968907407552267
42,"[-5.70370606e-22 -2.14264938e-22 -4.25838179e-22 ... -5.44289497e-23
  9.29123221e-23  1.07361576e-22]",53.0,27.0,0,410,3.729340639044951
43,"[-1.27094218e-21 -1.32944278e-21 -1.08848734e-21 ... -8.21595869e-23
  2.05212852e-22  7.14308093e-23]",146.0,59.0,1,410,8.111139062868098
44,"[ 1.19048532e-22  3.91588190e-22  3.72803699e-22 ...  1.10781209e-22
 -8.28466069e-23  8.20708990e-24]",81.0,79.0,2,410,8.131404624505537
45,"[7.92308055e-22 7.76740695e-22 1.02219589e-21 ... 8.47868539e-23
 9.83899427e-23 1.17267287e-22]",149.0,135.0,1,410,13.330420313516322
46,"[ 9.88323232e-22  1.15970190e-21  1.05231245e-21 ...  2.96815568e-23
  8.10464909e-23 -1.69216799e-22]",112.0,58.0,1,410,8.343959614477834
47,"[-7.47746998e-22 -1.01152932e-21 -9.17846983e-22 ...  1.13134739e-23
  2.29408483e-22  2.26847272e-22]",136.0,39.0,2,410,6.090353045637567
48,"[ 2.52081836e-23  1.11340135e-22 -2.84982007e-23 ...  1.20421669e-22
 -1.17164968e-23 -1.59428418e-22]",88.0,4.0,0,410,0.6840001149425741
49,"[-4.39122211e-22 -5.63552096e-22 -4.15793213e-22 ...  4.50250103e-24
  1.36422392e-22 -2.16930761e-22]",145.0,56.0,0,410,8.730201658661459
50,"[-7.46811117e-22 -4.33355761e-22 -5.23518155e-22 ... -2.55578788e-22
 -2.23975949e-23 -1.10406901e-22]",141.0,102.0,0,410,13.344950643432735
51,"[-3.91912923e-22 -5.77572774e-22 -6.21222283e-22 ... -1.91507124e-22
 -9.10589606e-23  1.24303593e-22]",131.0,33.0,0,410,5.7349280064047194
52,"[-8.36990955e-23 -2.18911225e-22 -2.53663544e-22 ... -1.85391549e-22
  3.19999429e-22 -1.36035914e-22]",98.0,11.0,2,410,1.9682051820827398
53,"[ 2.81908083e-23 -2.68157288e-22 -2.35240084e-22 ...  5.28977564e-23
  2.97687892e-23  1.69582268e-22]",60.0,12.0,0,410,2.1958755231325418
54,"[-6.68227760e-22 -6.35290265e-22 -7.37065618e-22 ...  3.64885585e-23
  4.95341602e-23  5.07915656e-23]",83.0,69.0,1,410,8.649436644061856
55,"[-8.76768885e-22 -9.88292079e-22 -8.32667270e-22 ... -1.52349639e-23
 -2.56870432e-22  1.84209270e-22]",142.0,75.0,0,410,11.361463798740772
56,"[-6.94433759e-22 -6.44657565e-22 -6.40814021e-22 ...  9.31503234e-24
 -2.45747715e-22  1.85265851e-22]",61.0,34.0,1,410,4.870001619913529
57,"[-1.93739057e-23  2.04674502e-22 -4.24165589e-23 ... -6.61460620e-23
 -6.88577393e-24 -1.66246958e-22]",46.0,31.0,1,410,4.205793658899337
58,"[-2.35599182e-22 -2.64301637e-22  6.08236806e-24 ...  7.23967996e-25
  4.27626900e-23 -1.80027636e-22]",56.0,9.0,0,410,1.4729718283861148
59,"[-5.33030113e-22 -2.54616812e-22 -4.71111669e-22 ... -1.33685425e-22
 -1.65671327e-22  2.26919015e-22]",117.0,62.0,1,410,8.418314192820507
60,"[ 4.26188777e-22  3.71475692e-22  6.67212836e-22 ...  4.96068852e-23
 -1.93044734e-22  9.80519122e-23]",54.0,35.0,0,410,4.220294145601487
61,"[ 1.29668415e-21  1.63691155e-21  1.36670319e-21 ...  6.86777797e-23
 -5.62092197e-23 -3.91262622e-23]",90.0,88.0,2,410,9.370707213351897
62,"[ 3.47916102e-22  2.54178629e-22  3.46490162e-22 ...  1.77289794e-22
  1.33074155e-22 -1.79954132e-22]",85.0,10.0,2,410,1.7953474993345446
63,"[-2.87082588e-22 -5.67916191e-22 -5.11925348e-22 ... -1.00663540e-22
  5.33061125e-23  1.60450558e-22]",128.0,96.0,0,410,11.52817732617178
64,"[ 1.20578467e-21  1.48242648e-21  1.35248727e-21 ... -4.10157643e-23
 -1.45916064e-22 -1.99094922e-22]",133.0,104.0,1,410,10.757062269315428
65,"[-3.51333496e-22 -5.07838363e-22 -3.63214737e-22 ...  8.11899479e-23
 -1.00625217e-23  1.89944544e-22]",142.0,119.0,0,410,13.698897205950676
66,"[ 1.05359351e-22 -2.48717612e-22  2.84454052e-23 ...  3.81812111e-23
  1.91340375e-22 -6.67615932e-23]",118.0,5.0,0,410,0.980533583613282
67,"[-9.72658880e-23  1.13497252e-22  2.82542278e-22 ...  2.25833906e-22
 -5.20303530e-23  1.44075202e-22]",17.0,16.0,2,410,1.6683085648129208
68,"[ 2.06375180e-22  2.36389278e-22  1.73828844e-22 ...  5.69322859e-23
 -6.11657786e-23  2.41464367e-22]",103.0,8.0,1,410,1.1488362704818915
69,"[ 1.75780910e-22  3.40879404e-22  1.45882785e-22 ... -1.82569741e-22
 -1.56094738e-25 -2.90861142e-22]",130.0,5.0,1,410,0.8550989900330879
70,"[-6.15771531e-22 -5.03499984e-22 -6.75710548e-22 ...  2.93513604e-22
 -1.00328348e-22 -7.88707734e-23]",106.0,24.0,1,410,4.061002272188988
71,"[ 3.46101274e-22  2.29042216e-22  4.09795107e-22 ...  2.44593217e-22
 -7.01751188e-23 -9.71296063e-23]",107.0,13.0,1,410,2.4340093009682224
72,"[ 4.52222287e-23  3.14685864e-22 -2.51149742e-23 ... -2.79643255e-22
  1.32999857e-22 -1.24887605e-22]",89.0,43.0,0,410,6.037156325158467
73,"[-6.54381225e-22 -7.70311471e-22 -8.66980622e-22 ... -2.81232948e-23
 -2.91627475e-23  7.00546060e-23]",77.0,77.0,0,410,7.386893081729622
74,"[-3.55925275e-22 -6.75886340e-22 -3.81049871e-22 ... -1.21397313e-22
 -1.97221997e-22 -1.68768401e-23]",122.0,63.0,1,410,9.549689057558663
75,"[ 1.66722778e-22  1.05613185e-22  3.90583963e-22 ... -5.52749844e-23
  7.04979588e-23  2.27792215e-22]",111.0,9.0,1,410,1.775782854921381
76,"[-9.49885259e-23 -3.05187846e-22 -1.25263958e-22 ...  3.76323204e-23
  4.12855544e-23 -8.32050633e-23]",87.0,10.0,1,410,1.7927220661040861
77,"[-5.38560543e-22 -7.19060154e-22 -6.15824722e-22 ... -6.05123533e-23
  1.73900951e-23 -7.38178719e-23]",113.0,50.0,1,410,7.467342353181335
78,"[ 9.53450895e-23  3.62113697e-24 -3.82073268e-23 ...  6.86666403e-23
 -1.25528132e-22  7.21512525e-23]",105.0,11.0,2,410,2.1181461541224147
79,"[ 5.75367903e-22  8.01896031e-22  5.61112417e-22 ... -9.50667294e-23
 -1.21639139e-22  1.88909148e-23]",131.0,47.0,0,410,6.991285261345507
80,"[-4.48671093e-22 -6.30761137e-22 -6.69435352e-22 ...  1.90767781e-22
 -1.42661152e-22  2.41033214e-22]",105.0,75.0,2,410,9.872456507338587
81,"[3.64678154e-22 3.07680901e-22 2.09662289e-22 ... 3.97947742e-23
 6.53317486e-23 8.45913933e-23]",80.0,16.0,0,410,2.6559962200259166
82,"[ 2.27597057e-22  2.65356740e-22  2.61330533e-22 ... -1.00260130e-23
 -1.14171334e-22  2.45039938e-22]",130.0,12.0,1,410,2.2266692851895376
83,"[-4.22109312e-22 -5.88109802e-22 -5.81860827e-22 ...  2.28730612e-22
 -5.19934617e-23  2.29823692e-22]",78.0,68.0,2,410,8.183544509454334
84,"[ 1.38305720e-21  1.16418085e-21  1.52603512e-21 ... -3.50329592e-23
 -1.83891326e-24 -7.38617778e-23]",125.0,80.0,1,410,9.815618984183702
85,"[-1.27977136e-22 -2.85629468e-22 -9.29947451e-23 ...  1.61746929e-22
  8.92117961e-24  2.44817080e-22]",63.0,19.0,2,410,3.0606510886546685
86,"[ 2.67590955e-22  5.41421985e-22  3.94669629e-22 ... -1.89743836e-22
 -4.67581438e-23  1.43957628e-22]",106.0,19.0,2,410,3.118716962837183
87,"[-6.58136017e-22 -8.56686993e-22 -1.12037282e-21 ... -1.07986677e-22
 -3.34000712e-23  8.35099413e-23]",124.0,100.0,2,410,11.370324986354754
88,"[-1.20209314e-21 -6.61280911e-22 -8.11371961e-22 ... -8.72862904e-23
 -6.69764936e-23  2.35932442e-22]",109.0,104.0,2,410,11.970410143954908
89,"[-8.62786457e-22 -8.27309972e-22 -1.15321125e-21 ...  9.97416191e-23
 -2.98328554e-23 -5.09357272e-23]",73.0,64.0,2,410,8.023307193997793
90,"[ 5.23279539e-22  2.89648726e-22  7.15627053e-22 ...  1.62880293e-22
 -3.13717420e-23 -8.36571837e-23]",106.0,41.0,0,410,6.298826830663227
91,"[ 1.57456378e-22 -1.30120276e-23  3.18268665e-23 ... -1.49471139e-23
  1.54486653e-22 -2.10409555e-23]",91.0,5.0,2,410,0.8960924746039687
92,"[ 2.45054973e-22  2.28323374e-22  1.70322100e-22 ... -2.13991596e-22
  2.16413896e-22 -2.52107871e-22]",118.0,25.0,0,410,4.335489960502434
93,"[-7.66147073e-22 -9.54897575e-22 -6.72839736e-22 ...  8.73513844e-23
  1.29929859e-23 -1.28735205e-22]",62.0,58.0,2,410,6.012754459619616
94,"[ 2.71938089e-22  3.52332461e-22  4.30364106e-22 ... -7.60836386e-23
  1.87840068e-22 -2.31264665e-22]",87.0,7.0,1,410,1.3209218797954483
95,"[ 4.73072119e-22  2.64290218e-22  4.24438190e-22 ... -1.03577759e-22
  1.54437136e-22 -1.86149695e-22]",48.0,39.0,2,410,4.750684345768197
96,"[ 4.29563485e-22  3.59079597e-22  3.49379034e-22 ...  6.16574197e-24
 -6.49238639e-23 -2.09439210e-23]",59.0,27.0,1,410,4.236476358686166
97,"[-5.51340683e-22 -3.78062585e-22 -4.67293165e-22 ...  9.37408995e-24
  2.07221012e-23 -4.11276563e-23]",140.0,121.0,2,410,10.869844283864404
98,"[ 8.12070252e-22  8.40200785e-22  9.24365752e-22 ... -9.14496301e-23
  8.70854024e-23  7.06473117e-23]",98.0,36.0,2,410,5.922328906472705
99,"[ 2.13310969e-22  6.98880246e-23  2.75748263e-22 ...  2.19466464e-22
 -1.77172804e-22  4.55004670e-22]",124.0,6.0,2,410,1.2123365274773725
100,"[-1.13568866e-21 -1.31655335e-21 -1.17832624e-21 ...  3.81927639e-24
 -6.01878850e-24 -1.06429991e-22]",112.0,107.0,0,410,10.955365450263466
101,"[-3.92578395e-22  1.04688219e-22 -3.10721675e-22 ...  2.55715381e-22
  1.47108572e-22  6.61050567e-23]",118.0,90.0,0,410,10.451581568096863
102,"[-4.29625757e-22 -4.04943000e-22 -5.91123419e-22 ... -1.49815703e-22
  7.29821858e-23 -7.93092874e-24]",129.0,71.0,1,410,9.0989638156547
103,"[-5.37430646e-22 -7.34030772e-22 -6.55718398e-22 ... -3.80619723e-23
  5.66609555e-23  9.89095884e-23]",139.0,42.0,0,410,7.2510590315793335
104,"[-9.00403068e-22 -4.27715302e-22 -7.01226037e-22 ... -1.52773780e-22
 -5.17148768e-23  1.71618458e-22]",133.0,19.0,2,410,3.2084528283252
105,"[ 4.64702061e-22  3.27658199e-22  4.77411405e-22 ... -2.19007604e-22
  4.32083751e-23 -5.19017347e-23]",82.0,38.0,0,410,4.826204281606818
106,"[ 1.37892074e-21  1.34109572e-21  1.49335035e-21 ...  7.16975342e-23
 -4.76598157e-23  6.80055257e-23]",100.0,87.0,2,410,10.517419034481826
107,"[-6.60034667e-22 -8.59664465e-22 -7.67958417e-22 ...  1.05540327e-22
 -1.95040783e-22 -1.30516601e-22]",95.0,77.0,1,410,8.249420805699748
108,"[ 7.17395286e-22  8.36168044e-22  6.43441348e-22 ...  1.87409242e-22
 -2.64074905e-23 -8.85935524e-23]",123.0,52.421,1,410,8.097967372205318
109,"[-1.06019835e-21 -1.20292825e-21 -1.15024081e-21 ...  2.04874671e-22
 -9.38338571e-23  3.43822867e-22]",75.0,71.0,2,410,7.321381811074989
110,"[-3.35304914e-22 -3.67985602e-23 -2.68670026e-22 ...  2.03956375e-23
  9.54665793e-23  1.08735164e-22]",106.0,4.0,2,410,0.8055863128799089
111,"[-9.21814738e-22 -6.61093078e-22 -9.39380077e-22 ... -2.52628246e-22
  1.04984038e-22  1.36947683e-22]",148.0,147.0,2,410,15.93668436064675
112,"[ 6.25424808e-22  7.77006944e-22  4.38449040e-22 ... -1.29444743e-22
 -4.27975934e-23 -1.15909466e-22]",144.0,17.0,1,410,3.1160782890135423
113,"[-1.11391570e-21 -1.39414903e-21 -9.06805568e-22 ... -1.68832561e-22
  9.17756063e-23  2.29805796e-22]",150.0,56.0,1,410,8.35831922470691
114,"[ 6.55178552e-22  6.79824710e-22  8.61621432e-22 ...  3.26004790e-22
 -9.63169218e-23  2.79473681e-22]",136.0,102.0,2,410,12.12783377527154
115,"[6.10859558e-22 9.13548374e-22 4.20206864e-22 ... 3.73169452e-23
 1.69567978e-22 1.17591743e-22]",97.0,36.368,1,410,5.653364866510247
116,"[-8.51727034e-22 -5.36823620e-22 -4.79487724e-22 ...  1.85019826e-22
  9.40123286e-23  6.36269735e-23]",78.0,58.0,2,410,6.344457286331043
117,"[-4.32845212e-22 -4.53341929e-22 -4.13455058e-22 ... -1.12160401e-22
  1.79903940e-22 -1.67777073e-22]",68.0,36.0,1,410,5.0703032131144985
118,"[-4.51586638e-22 -3.52442605e-22 -5.55011472e-22 ... -1.93323057e-22
 -6.02872965e-23 -7.34398484e-23]",97.0,23.232,1,410,3.965148584099869
119,"[ 1.12702911e-21  1.13002512e-21  1.16123444e-21 ... -1.69112535e-22
  1.07926221e-22 -7.37321819e-23]",76.0,63.0,2,410,8.597137772320934
120,"[-7.34813117e-22 -5.54190680e-22 -7.09317217e-22 ...  5.07220714e-23
  1.06097270e-22 -5.37451139e-23]",119.0,42.0,1,410,6.538369754208265
121,"[ 8.48297224e-22  7.33338923e-22  7.81378141e-22 ... -1.02720105e-22
 -2.16081316e-23 -2.88875660e-23]",117.0,63.0,0,410,9.933101769439396
122,"[ 1.25495773e-21  1.56092438e-21  1.42367658e-21 ... -9.93027995e-23
  1.11809063e-22 -1.46595177e-22]",118.0,96.0,2,410,12.004212097512859
123,"[ 1.86537719e-22  1.94697293e-22  1.91696181e-22 ... -2.11336815e-22
  3.75709707e-23 -6.78933478e-23]",16.0,16.0,2,410,1.4166144936268579
124,"[ 7.61802540e-23 -2.21642591e-22 -5.16711279e-23 ... -1.19712301e-22
 -4.24251540e-23  4.55451576e-23]",75.0,21.0,0,410,3.35923541218497
125,"[-1.71077288e-22  7.15459370e-23 -3.36121778e-23 ... -6.79298708e-23
  3.61201382e-23 -1.33389679e-22]",149.0,12.0,0,410,2.2452302410767695
126,"[-4.63545065e-22 -3.79344510e-22 -3.33113340e-22 ...  1.15616968e-23
  1.61511358e-22  1.08477151e-22]",57.0,23.0,1,410,3.1833944850080553
127,"[-1.40494645e-22 -3.36339909e-22 -2.55406214e-22 ...  7.67723484e-23
  1.68283042e-22  3.08143300e-24]",150.0,17.0,2,410,3.091381304232413
128,"[-6.68677742e-23  4.80841282e-23  2.82443586e-23 ...  2.12946076e-22
 -1.99973976e-22  2.07886718e-23]",60.0,36.0,1,410,4.2950836823115965
129,"[-7.65684064e-23  2.94211206e-22  8.12632935e-23 ...  1.46272203e-22
  2.54958391e-22  7.04974987e-23]",140.0,83.0,0,410,10.036181031972742
130,"[ 2.21745200e-22  1.75528589e-22  1.75819575e-22 ...  1.43622507e-22
 -8.89771391e-23 -5.73310724e-23]",38.0,21.0,1,410,2.657125439224191
131,"[-1.54162186e-22 -1.91326176e-22 -2.56227234e-22 ... -1.73120902e-22
  4.81346732e-23  1.55880417e-22]",92.0,65.0,2,410,9.049424384086423
132,"[ 1.71593604e-21  1.75321238e-21  1.88995761e-21 ...  1.32173484e-22
 -1.38941362e-22  2.90066587e-23]",146.0,87.0,2,410,12.358941332646426
133,"[ 3.19946924e-23  7.43368640e-23 -1.54549845e-22 ... -3.32086294e-22
 -5.18158312e-23  2.15954720e-22]",123.0,3.017,2,410,0.6825141724220416
134,"[-8.70487410e-22 -6.51934505e-22 -7.61208207e-22 ... -2.01806224e-23
  1.59639100e-22  2.44362015e-23]",103.0,32.0,1,410,5.42971395893895
135,"[3.14412623e-22 4.01579172e-22 2.45711151e-22 ... 1.58695199e-22
 1.27094400e-22 8.50292980e-23]",48.0,29.0,1,410,3.9019133879731323
136,"[ 1.50329880e-22  4.99602614e-24  3.21876393e-23 ... -1.04078837e-22
 -8.83659405e-23  8.75691852e-23]",141.0,14.0,0,410,2.37214336334482
137,"[-4.41590585e-23  1.52753766e-22  7.75863207e-23 ... -3.22664148e-23
 -1.60364331e-22  1.17163843e-22]",148.0,20.0,2,410,3.8039219867922265
138,"[-1.08400782e-22  2.30288261e-22  4.16954269e-23 ...  7.81798798e-23
  4.33443297e-23  5.75175881e-23]",80.0,3.0,1,410,0.625156234385243
139,"[ 1.91429412e-22  1.87069198e-23  8.47551896e-23 ... -3.04050448e-22
  1.01248995e-22  1.45459488e-22]",122.0,10.0,0,410,1.895317213920174
140,"[-1.31544420e-21 -1.21001690e-21 -1.21835715e-21 ...  1.22218455e-22
 -9.11894753e-23  9.16197115e-23]",133.0,89.0,0,410,11.414467099465869
141,"[-8.55387481e-22 -9.98414507e-22 -1.14118612e-21 ...  1.57919917e-23
 -1.90081090e-23  6.73857610e-23]",140.0,103.0,2,410,11.809395465284606
142,"[ 3.03428551e-22  2.72448490e-22  2.96859556e-22 ... -6.37153444e-23
 -1.04720471e-22  6.21879107e-23]",25.0,14.0,0,410,1.7608216311017266
143,"[-8.00318269e-22 -1.00740110e-21 -1.00922493e-21 ... -6.29323326e-25
 -1.04470492e-22 -4.67582876e-23]",92.0,84.0,0,410,9.533414673084481
144,"[ 9.16711303e-22  8.51441306e-22  5.95903528e-22 ...  1.35300721e-22
  2.28821594e-22 -2.35798297e-22]",72.0,56.0,0,410,6.706939047584834
145,"[-7.88290121e-22 -7.62237335e-22 -7.55523538e-22 ...  7.00414041e-23
 -1.84948908e-22  1.36695091e-22]",127.0,37.0,0,410,6.102985468390196
146,"[-8.04555686e-23 -2.03523495e-23 -1.20001997e-22 ... -1.04390814e-22
 -2.69899757e-23  7.26793325e-23]",78.0,1.0,0,410,0.2576729014635739
147,"[ 7.27786441e-22  7.94845040e-22  8.03137504e-22 ... -1.67309819e-22
  9.51462468e-23  8.97603859e-23]",146.0,21.0,2,410,3.572376056886872
148,"[-6.22683157e-22 -1.30448243e-22 -4.41208121e-22 ...  2.38530451e-23
 -7.10571178e-23 -6.69843406e-23]",37.0,17.0,2,410,2.155880805614682
149,"[ 3.56324793e-22  3.74507464e-22  3.62884816e-22 ... -1.29739127e-23
  7.55714960e-23  1.19347793e-22]",94.0,67.0,0,410,8.867514527413947
150,"[-2.03592266e-22 -3.47207403e-22 -1.07177377e-22 ... -3.12408798e-23
 -1.23899292e-22 -1.64162550e-22]",78.0,14.0,0,410,2.3653472181031128
151,"[-1.20008838e-21 -1.41871098e-21 -1.23278800e-21 ...  1.25402482e-23
  2.28642551e-23 -1.46701250e-22]",131.0,131.0,2,410,15.037709380755533
152,"[-1.38583511e-22 -2.22559631e-22 -4.00898439e-22 ... -5.69153710e-23
 -1.84155027e-22  7.20125917e-23]",105.0,19.0,2,410,3.2499216787376692
153,"[-6.62125206e-22 -6.49817732e-22 -6.29521632e-22 ... -1.62989069e-22
 -1.66922054e-23  4.44349583e-23]",140.0,34.0,2,410,5.179805644147837
154,"[-5.92471849e-23 -1.85564150e-22 -7.20890949e-23 ... -2.67290716e-22
 -2.76940670e-23 -2.57511385e-23]",47.0,24.0,2,410,3.3621316052159695
155,"[ 7.79188725e-22  2.66164528e-22  7.64585476e-22 ...  4.65336059e-23
  3.08322659e-23 -8.12572674e-23]",134.0,34.0,0,410,5.3048683819301825
156,"[ 1.78689021e-22  3.07463056e-22 -1.77750155e-22 ...  2.72592941e-22
  1.05399330e-22  1.06977903e-23]",28.0,10.0,1,410,1.3832691449606973
157,"[-4.77350810e-22 -6.23178438e-22 -3.09789773e-22 ...  3.75237668e-23
  1.91110044e-23  2.57664464e-22]",38.0,37.0,0,410,3.7629277019458867
158,"[ 4.98254419e-22  6.73535253e-22  5.23800345e-22 ... -3.57119828e-22
  4.40505595e-24 -1.28651880e-22]",113.0,47.0,0,410,7.133175565716066
159,"[-2.59859509e-22 -2.81599871e-22 -1.14331688e-22 ... -2.63986832e-23
 -7.09963001e-23  1.91600934e-22]",130.0,17.0,0,410,3.0320948669373284
